,city,date,epidemiological_week,estimated_population,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths
1514661,São Pedro da Aldeia,2020-03-31,202014,106049.0,1,0.94296,2020-03-31,0.0,0,1,0
1514667,Arraial do Cabo,2020-04-01,202014,30593.0,1,3.26872,2020-04-01,1.0,1,1,1
1514690,São Pedro da Aldeia,2020-04-01,202014,106049.0,1,0.94296,2020-04-01,0.0,0,0,0
1514696,Arraial do Cabo,2020-04-02,202014,30593.0,1,3.26872,2020-04-02,1.0,1,0,0
1514722,São Pedro da Aldeia,2020-04-02,202014,106049.0,1,0.94296,2020-04-02,0.0,0,0,0
1514728,Araruama,2020-04-03,202014,134293.0,1,0.74464,2020-04-03,0.0,0,1,0
1514729,Arraial do Cabo,2020-04-03,202014,30593.0,1,3.26872,2020-04-03,1.0,1,0,0
1514736,Iguaba Grande,2020-04-03,202014,28837.0,1,3.46777,2020-04-03,0.0,0,1,0
1514759,São Pedro da Aldeia,2020-04-03,202014,106049.0,1,0.94296,2020-04-03,0.0,0,0,0
1514766,Araruama,2020-04-04,202014,134293.0,1,0.74464,2020-04-04,0.0,0,0,0
1514767,Arraial do Cabo,2020-04-04,202014,30593.0,1,3.26872,2020-04-04,1.0,1,0,0
1514774,Iguaba Grande,2020-04-04,202014,28837.0,1,3.46777,2020-04-04,0.0,0,0,0
1514799,São Pedro da Aldeia,2020-04-04,202014,106049.0,1,0.94296,2020-04-04,0.0,0,0,0
1514806,Araruama,2020-04-05,202015,134293.0,1,0.74464,2020-04-05,0.0,0,0,0
1514807,Arraial do Cabo,2020-04-05,202015,30593.0,1,3.26872,2020-04-05,1.0,1,0,0
1514814,Iguaba Grande,2020-04-05,202015,28837.0,1,3.46777,2020-04-05,0.0,0,0,0
1514841,São Pedro da Aldeia,2020-04-05,202015,106049.0,2,1.88592,2020-04-05,0.0,0,1,0
1514850,Araruama,2020-04-06,202015,134293.0,1,0.74464,2020-04-06,0.0,0,0,0
1514851,Arraial do Cabo,2020-04-06,202015,30593.0,1,3.26872,2020-04-06,1.0,1,0,0
1514858,Iguaba Grande,2020-04-06,202015,28837.0,1,3.46777,2020-04-06,0.0,0,0,0
1514885,São Pedro da Aldeia,2020-04-06,202015,106049.0,2,1.88592,2020-04-06,0.0,0,0,0
1514894,Araruama,2020-04-07,202015,134293.0,1,0.74464,2020-04-07,0.0,0,0,0
1514895,Arraial do Cabo,2020-04-07,202015,30593.0,1,3.26872,2020-04-07,1.0,1,0,0
1514900,Cabo Frio,2020-04-07,202015,230378.0,1,0.43406999999999996,2020-04-07,0.0,0,1,0
1514905,Iguaba Grande,2020-04-07,202015,28837.0,3,10.4033,2020-04-07,0.6667,2,2,2
1514936,São Pedro da Aldeia,2020-04-07,202015,106049.0,3,2.82888,2020-04-07,0.0,0,1,0
1514945,Araruama,2020-04-08,202015,134293.0,1,0.74464,2020-04-08,0.0,0,0,0
1514946,Arraial do Cabo,2020-04-08,202015,30593.0,1,3.26872,2020-04-08,1.0,1,0,0
1514951,Cabo Frio,2020-04-08,202015,230378.0,3,1.30221,2020-04-08,0.0,0,2,0
1514956,Iguaba Grande,2020-04-08,202015,28837.0,3,10.4033,2020-04-08,0.6667,2,0,0
1514988,São Pedro da Aldeia,2020-04-08,202015,106049.0,3,2.82888,2020-04-08,0.0,0,0,0
1514997,Araruama,2020-04-09,202015,134293.0,3,2.23392,2020-04-09,0.0,0,2,0
1514998,Arraial do Cabo,2020-04-09,202015,30593.0,1,3.26872,2020-04-09,1.0,1,0,0
1515003,Cabo Frio,2020-04-09,202015,230378.0,4,1.7362799999999998,2020-04-09,0.0,0,1,0
1515009,Iguaba Grande,2020-04-09,202015,28837.0,3,10.4033,2020-04-09,0.6667,2,0,0
1515044,São Pedro da Aldeia,2020-04-09,202015,106049.0,3,2.82888,2020-04-09,0.0,0,0,0
1515053,Araruama,2020-04-10,202015,134293.0,3,2.23392,2020-04-10,0.0,0,0,0
1515054,Arraial do Cabo,2020-04-10,202015,30593.0,1,3.26872,2020-04-10,1.0,1,0,0
1515060,Cabo Frio,2020-04-10,202015,230378.0,4,1.7362799999999998,2020-04-10,0.0,0,0,0
1515067,Iguaba Grande,2020-04-10,202015,28837.0,3,10.4033,2020-04-10,0.6667,2,0,0
1515105,São Pedro da Aldeia,2020-04-10,202015,106049.0,4,3.77184,2020-04-10,0.0,0,1,0
1515114,Araruama,2020-04-11,202015,134293.0,3,2.23392,2020-04-11,0.0,0,0,0
1515115,Arraial do Cabo,2020-04-11,202015,30593.0,1,3.26872,2020-04-11,1.0,1,0,0
1515121,Cabo Frio,2020-04-11,202015,230378.0,4,1.7362799999999998,2020-04-11,0.0,0,0,0
1515128,Iguaba Grande,2020-04-11,202015,28837.0,3,10.4033,2020-04-11,0.6667,2,0,0
1515166,São Pedro da Aldeia,2020-04-11,202015,106049.0,4,3.77184,2020-04-11,0.0,0,0,0
1515175,Araruama,2020-04-12,202016,134293.0,3,2.23392,2020-04-12,0.0,0,0,0
1515176,Arraial do Cabo,2020-04-12,202016,30593.0,1,3.26872,2020-04-12,1.0,1,0,0
1515182,Cabo Frio,2020-04-12,202016,230378.0,7,3.03848,2020-04-12,0.0,0,3,0
1515189,Iguaba Grande,2020-04-12,202016,28837.0,4,13.871070000000001,2020-04-12,0.5,2,1,0
1515222,Saquarema,2020-04-12,202016,90583.0,2,2.20792,2020-04-12,0.0,0,2,0
1515230,São Pedro da Aldeia,2020-04-12,202016,106049.0,4,3.77184,2020-04-12,0.0,0,0,0
1515239,Araruama,2020-04-13,202016,134293.0,3,2.23392,2020-04-13,0.0,0,0,0
1515240,Arraial do Cabo,2020-04-13,202016,30593.0,1,3.26872,2020-04-13,1.0,1,0,0
1515246,Cabo Frio,2020-04-13,202016,230378.0,7,3.03848,2020-04-13,0.0,0,0,0
1515253,Iguaba Grande,2020-04-13,202016,28837.0,4,13.871070000000001,2020-04-13,0.5,2,0,0
1515286,Saquarema,2020-04-13,202016,90583.0,2,2.20792,2020-04-13,0.0,0,0,0
1515294,São Pedro da Aldeia,2020-04-13,202016,106049.0,5,4.7148,2020-04-13,0.0,0,1,0
1515303,Araruama,2020-04-14,202016,134293.0,6,4.46784,2020-04-14,0.0,0,3,0
1515304,Armação dos Búzios,2020-04-14,202016,34477.0,1,2.90048,2020-04-14,0.0,0,1,0
1515305,Arraial do Cabo,2020-04-14,202016,30593.0,2,6.53744,2020-04-14,0.5,1,1,0
1515311,Cabo Frio,2020-04-14,202016,230378.0,7,3.03848,2020-04-14,0.0,0,0,0
1515318,Iguaba Grande,2020-04-14,202016,28837.0,5,17.33884,2020-04-14,0.4,2,1,0
1515351,Saquarema,2020-04-14,202016,90583.0,2,2.20792,2020-04-14,0.0,0,0,0
1515359,São Pedro da Aldeia,2020-04-14,202016,106049.0,6,5.65776,2020-04-14,0.0,0,1,0
1515368,Araruama,2020-04-15,202016,134293.0,10,7.4464,2020-04-15,0.1,1,4,1
1515370,Armação dos Búzios,2020-04-15,202016,34477.0,1,2.90048,2020-04-15,0.0,0,0,0
1515371,Arraial do Cabo,2020-04-15,202016,30593.0,3,9.80616,2020-04-15,0.3333,1,1,0
1515377,Cabo Frio,2020-04-15,202016,230378.0,8,3.47255,2020-04-15,0.0,0,1,0
1515385,Iguaba Grande,2020-04-15,202016,28837.0,5,17.33884,2020-04-15,0.4,2,0,0
1515420,Saquarema,2020-04-15,202016,90583.0,2,2.20792,2020-04-15,0.0,0,0,0
1515429,São Pedro da Aldeia,2020-04-15,202016,106049.0,7,6.60072,2020-04-15,0.0,0,1,0
1515438,Araruama,2020-04-16,202016,134293.0,10,7.4464,2020-04-16,0.1,1,0,0
1515440,Armação dos Búzios,2020-04-16,202016,34477.0,1,2.90048,2020-04-16,0.0,0,0,0
1515441,Arraial do Cabo,2020-04-16,202016,30593.0,3,9.80616,2020-04-16,0.3333,1,0,0
1515447,Cabo Frio,2020-04-16,202016,230378.0,8,3.47255,2020-04-16,0.0,0,0,0
1515455,Iguaba Grande,2020-04-16,202016,28837.0,5,17.33884,2020-04-16,0.4,2,0,0
1515490,Saquarema,2020-04-16,202016,90583.0,2,2.20792,2020-04-16,0.0,0,0,0
1515499,São Pedro da Aldeia,2020-04-16,202016,106049.0,8,7.54368,2020-04-16,0.125,1,1,1
1515508,Araruama,2020-04-17,202016,134293.0,11,8.19104,2020-04-17,0.0909,1,1,0
1515510,Armação dos Búzios,2020-04-17,202016,34477.0,1,2.90048,2020-04-17,0.0,0,0,0
1515511,Arraial do Cabo,2020-04-17,202016,30593.0,3,9.80616,2020-04-17,0.3333,1,0,0
1515517,Cabo Frio,2020-04-17,202016,230378.0,8,3.47255,2020-04-17,0.0,0,0,0
1515525,Iguaba Grande,2020-04-17,202016,28837.0,6,20.8066,2020-04-17,0.3333,2,1,0
1515560,Saquarema,2020-04-17,202016,90583.0,2,2.20792,2020-04-17,0.0,0,0,0
1515569,São Pedro da Aldeia,2020-04-17,202016,106049.0,11,10.37256,2020-04-17,0.0909,1,3,0
1515578,Araruama,2020-04-18,202016,134293.0,12,8.93569,2020-04-18,0.0833,1,1,0
1515580,Armação dos Búzios,2020-04-18,202016,34477.0,1,2.90048,2020-04-18,0.0,0,0,0
1515581,Arraial do Cabo,2020-04-18,202016,30593.0,3,9.80616,2020-04-18,0.3333,1,0,0
1515587,Cabo Frio,2020-04-18,202016,230378.0,9,3.9066199999999998,2020-04-18,0.0,0,1,0
1515595,Iguaba Grande,2020-04-18,202016,28837.0,6,20.8066,2020-04-18,0.3333,2,0,0
1515631,Saquarema,2020-04-18,202016,90583.0,2,2.20792,2020-04-18,0.0,0,0,0
1515640,São Pedro da Aldeia,2020-04-18,202016,106049.0,12,11.31552,2020-04-18,0.1667,2,1,1
1515649,Araruama,2020-04-19,202017,134293.0,18,13.403529999999998,2020-04-19,0.0556,1,6,0
1515651,Armação dos Búzios,2020-04-19,202017,34477.0,4,11.601939999999999,2020-04-19,0.0,0,3,0
1515652,Arraial do Cabo,2020-04-19,202017,30593.0,3,9.80616,2020-04-19,0.3333,1,0,0
1515658,Cabo Frio,2020-04-19,202017,230378.0,10,4.34069,2020-04-19,0.0,0,1,0
1515666,Iguaba Grande,2020-04-19,202017,28837.0,6,20.8066,2020-04-19,0.3333,2,0,0
1515702,Saquarema,2020-04-19,202017,90583.0,3,3.3118800000000004,2020-04-19,0.0,0,1,0
1515711,São Pedro da Aldeia,2020-04-19,202017,106049.0,12,11.31552,2020-04-19,0.1667,2,0,0
1515720,Araruama,2020-04-20,202017,134293.0,19,14.14817,2020-04-20,0.0526,1,1,0
1515722,Armação dos Búzios,2020-04-20,202017,34477.0,4,11.601939999999999,2020-04-20,0.0,0,0,0
1515723,Arraial do Cabo,2020-04-20,202017,30593.0,3,9.80616,2020-04-20,0.3333,1,0,0
1515729,Cabo Frio,2020-04-20,202017,230378.0,12,5.20883,2020-04-20,0.0,0,2,0
1515737,Iguaba Grande,2020-04-20,202017,28837.0,6,20.8066,2020-04-20,0.3333,2,0,0
1515774,Saquarema,2020-04-20,202017,90583.0,4,4.41584,2020-04-20,0.0,0,1,0
1515783,São Pedro da Aldeia,2020-04-20,202017,106049.0,12,11.31552,2020-04-20,0.1667,2,0,0
1515792,Araruama,2020-04-21,202017,134293.0,19,14.14817,2020-04-21,0.0526,1,0,0
1515794,Armação dos Búzios,2020-04-21,202017,34477.0,4,11.601939999999999,2020-04-21,0.0,0,0,0
1515795,Arraial do Cabo,2020-04-21,202017,30593.0,3,9.80616,2020-04-21,0.3333,1,0,0
1515801,Cabo Frio,2020-04-21,202017,230378.0,12,5.20883,2020-04-21,0.0,0,0,0
1515809,Iguaba Grande,2020-04-21,202017,28837.0,6,20.8066,2020-04-21,0.3333,2,0,0
1515846,Saquarema,2020-04-21,202017,90583.0,5,5.5198,2020-04-21,0.0,0,1,0
1515855,São Pedro da Aldeia,2020-04-21,202017,106049.0,12,11.31552,2020-04-21,0.1667,2,0,0
1515864,Araruama,2020-04-22,202017,134293.0,19,14.14817,2020-04-22,0.0526,1,0,0
1515866,Armação dos Búzios,2020-04-22,202017,34477.0,4,11.601939999999999,2020-04-22,0.0,0,0,0
1515867,Arraial do Cabo,2020-04-22,202017,30593.0,3,9.80616,2020-04-22,0.3333,1,0,0
1515873,Cabo Frio,2020-04-22,202017,230378.0,12,5.20883,2020-04-22,0.0,0,0,0
1515882,Iguaba Grande,2020-04-22,202017,28837.0,11,38.14544,2020-04-22,0.2727,3,5,1
1515919,Saquarema,2020-04-22,202017,90583.0,5,5.5198,2020-04-22,0.0,0,0,0
1515928,São Pedro da Aldeia,2020-04-22,202017,106049.0,12,11.31552,2020-04-22,0.1667,2,0,0
1515938,Araruama,2020-04-23,202017,134293.0,19,14.14817,2020-04-23,0.0526,1,0,0
1515940,Armação dos Búzios,2020-04-23,202017,34477.0,2,5.8009699999999995,2020-04-23,0.0,0,-2,0
1515941,Arraial do Cabo,2020-04-23,202017,30593.0,4,13.07489,2020-04-23,0.25,1,1,0
1515947,Cabo Frio,2020-04-23,202017,230378.0,23,9.98359,2020-04-23,0.087,2,11,2
1515956,Iguaba Grande,2020-04-23,202017,28837.0,11,38.14544,2020-04-23,0.2727,3,0,0
1515994,Saquarema,2020-04-23,202017,90583.0,5,5.5198,2020-04-23,0.0,0,0,0
1516003,São Pedro da Aldeia,2020-04-23,202017,106049.0,15,14.1444,2020-04-23,0.1333,2,3,0
1516014,Araruama,2020-04-24,202017,134293.0,19,14.14817,2020-04-24,0.0526,1,0,0
1516016,Armação dos Búzios,2020-04-24,202017,34477.0,6,17.402910000000002,2020-04-24,0.0,0,4,0
1516017,Arraial do Cabo,2020-04-24,202017,30593.0,4,13.07489,2020-04-24,0.25,1,0,0
1516023,Cabo Frio,2020-04-24,202017,230378.0,23,9.98359,2020-04-24,0.087,2,0,0
1516032,Iguaba Grande,2020-04-24,202017,28837.0,12,41.613209999999995,2020-04-24,0.25,3,1,0
1516070,Saquarema,2020-04-24,202017,90583.0,6,6.623760000000001,2020-04-24,0.0,0,1,0
1516079,São Pedro da Aldeia,2020-04-24,202017,106049.0,16,15.087370000000002,2020-04-24,0.125,2,1,0
1516091,Araruama,2020-04-25,202017,134293.0,19,14.14817,2020-04-25,0.0526,1,0,0
1516093,Armação dos Búzios,2020-04-25,202017,34477.0,7,20.30339,2020-04-25,0.0,0,1,0
1516094,Arraial do Cabo,2020-04-25,202017,30593.0,4,13.07489,2020-04-25,0.25,1,0,0
1516100,Cabo Frio,2020-04-25,202017,230378.0,26,11.2858,2020-04-25,0.1154,3,3,1
1516109,Iguaba Grande,2020-04-25,202017,28837.0,12,41.613209999999995,2020-04-25,0.25,3,0,0
1516147,Saquarema,2020-04-25,202017,90583.0,6,6.623760000000001,2020-04-25,0.0,0,0,0
1516156,São Pedro da Aldeia,2020-04-25,202017,106049.0,16,15.087370000000002,2020-04-25,0.125,2,0,0
1516168,Araruama,2020-04-26,202018,134293.0,30,22.33921,2020-04-26,0.0333,1,11,0
1516170,Armação dos Búzios,2020-04-26,202018,34477.0,7,20.30339,2020-04-26,0.0,0,0,0
1516171,Arraial do Cabo,2020-04-26,202018,30593.0,5,16.34361,2020-04-26,0.2,1,1,0
1516177,Cabo Frio,2020-04-26,202018,230378.0,27,11.71987,2020-04-26,0.1111,3,1,0
1516187,Iguaba Grande,2020-04-26,202018,28837.0,15,52.01651,2020-04-26,0.2667,4,3,1
1516226,Saquarema,2020-04-26,202018,90583.0,7,7.72772,2020-04-26,0.0,0,1,0
1516236,São Pedro da Aldeia,2020-04-26,202018,106049.0,17,16.03033,2020-04-26,0.1176,2,1,0
1516248,Araruama,2020-04-27,202018,134293.0,30,22.33921,2020-04-27,0.0333,1,0,0
1516250,Armação dos Búzios,2020-04-27,202018,34477.0,7,20.30339,2020-04-27,0.0,0,0,0
1516251,Arraial do Cabo,2020-04-27,202018,30593.0,5,16.34361,2020-04-27,0.2,1,0,0
1516257,Cabo Frio,2020-04-27,202018,230378.0,28,12.153939999999999,2020-04-27,0.1071,3,1,0
1516267,Iguaba Grande,2020-04-27,202018,28837.0,15,52.01651,2020-04-27,0.2667,4,0,0
1516307,Saquarema,2020-04-27,202018,90583.0,8,8.83168,2020-04-27,0.0,0,1,0
1516318,São Pedro da Aldeia,2020-04-27,202018,106049.0,17,16.03033,2020-04-27,0.1176,2,0,0
1516330,Araruama,2020-04-28,202018,134293.0,29,21.59457,2020-04-28,0.0345,1,-1,0
1516332,Armação dos Búzios,2020-04-28,202018,34477.0,13,37.7063,2020-04-28,0.0,0,6,0
1516333,Arraial do Cabo,2020-04-28,202018,30593.0,5,16.34361,2020-04-28,0.2,1,0,0
1516339,Cabo Frio,2020-04-28,202018,230378.0,31,13.45615,2020-04-28,0.0968,3,3,0
1516349,Iguaba Grande,2020-04-28,202018,28837.0,15,52.01651,2020-04-28,0.2667,4,0,0
1516389,Saquarema,2020-04-28,202018,90583.0,9,9.93564,2020-04-28,0.0,0,1,0
1516400,São Pedro da Aldeia,2020-04-28,202018,106049.0,17,16.03033,2020-04-28,0.1176,2,0,0
1516412,Araruama,2020-04-29,202018,134293.0,31,23.08385,2020-04-29,0.0323,1,2,0
1516414,Armação dos Búzios,2020-04-29,202018,34477.0,11,31.90533,2020-04-29,0.0,0,-2,0
1516415,Arraial do Cabo,2020-04-29,202018,30593.0,5,16.34361,2020-04-29,0.2,1,0,0
1516421,Cabo Frio,2020-04-29,202018,230378.0,38,16.494629999999997,2020-04-29,0.0789,3,7,0
1516431,Iguaba Grande,2020-04-29,202018,28837.0,15,52.01651,2020-04-29,0.2667,4,0,0
1516471,Saquarema,2020-04-29,202018,90583.0,13,14.351479999999999,2020-04-29,0.0,0,4,0
1516482,São Pedro da Aldeia,2020-04-29,202018,106049.0,17,16.03033,2020-04-29,0.1176,2,0,0
1516494,Araruama,2020-04-30,202018,134293.0,31,23.08385,2020-04-30,0.0323,1,0,0
1516496,Armação dos Búzios,2020-04-30,202018,34477.0,11,31.90533,2020-04-30,0.0,0,0,0
1516497,Arraial do Cabo,2020-04-30,202018,30593.0,6,19.61233,2020-04-30,0.1667,1,1,0
1516503,Cabo Frio,2020-04-30,202018,230378.0,43,18.66498,2020-04-30,0.0698,3,5,0
1516513,Iguaba Grande,2020-04-30,202018,28837.0,15,52.01651,2020-04-30,0.2667,4,0,0
1516554,Saquarema,2020-04-30,202018,90583.0,18,19.87128,2020-04-30,0.0556,1,5,1
1516565,São Pedro da Aldeia,2020-04-30,202018,106049.0,22,20.74513,2020-04-30,0.0909,2,5,0
1516577,Araruama,2020-05-01,202018,134293.0,33,24.57313,2020-05-01,0.0303,1,2,0
1516579,Armação dos Búzios,2020-05-01,202018,34477.0,11,31.90533,2020-05-01,0.0,0,0,0
1516580,Arraial do Cabo,2020-05-01,202018,30593.0,8,26.14977,2020-05-01,0.125,1,2,0
1516586,Cabo Frio,2020-05-01,202018,230378.0,49,21.269389999999998,2020-05-01,0.0612,3,6,0
1516596,Iguaba Grande,2020-05-01,202018,28837.0,18,62.41981,2020-05-01,0.2222,4,3,0
1516638,Saquarema,2020-05-01,202018,90583.0,37,40.84652,2020-05-01,0.0541,2,19,1
1516649,São Pedro da Aldeia,2020-05-01,202018,106049.0,24,22.63105,2020-05-01,0.0833,2,2,0
1516661,Araruama,2020-05-02,202018,134293.0,33,24.57313,2020-05-02,0.0303,1,0,0
1516663,Armação dos Búzios,2020-05-02,202018,34477.0,12,34.80581,2020-05-02,0.0,0,1,0
1516664,Arraial do Cabo,2020-05-02,202018,30593.0,8,26.14977,2020-05-02,0.125,1,0,0
1516670,Cabo Frio,2020-05-02,202018,230378.0,52,22.5716,2020-05-02,0.0577,3,3,0
1516681,Iguaba Grande,2020-05-02,202018,28837.0,18,62.41981,2020-05-02,0.2222,4,0,0
1516723,Saquarema,2020-05-02,202018,90583.0,38,41.95048,2020-05-02,0.0526,2,1,0
1516734,São Pedro da Aldeia,2020-05-02,202018,106049.0,24,22.63105,2020-05-02,0.0833,2,0,0
1516746,Araruama,2020-05-03,202019,134293.0,33,24.57313,2020-05-03,0.0303,1,0,0
1516748,Armação dos Búzios,2020-05-03,202019,34477.0,13,37.7063,2020-05-03,0.0,0,1,0
1516749,Arraial do Cabo,2020-05-03,202019,30593.0,8,26.14977,2020-05-03,0.125,1,0,0
1516755,Cabo Frio,2020-05-03,202019,230378.0,53,23.005670000000002,2020-05-03,0.0755,4,1,1
1516766,Iguaba Grande,2020-05-03,202019,28837.0,18,62.41981,2020-05-03,0.2222,4,0,0
1516808,Saquarema,2020-05-03,202019,90583.0,40,44.1584,2020-05-03,0.075,3,2,1
1516819,São Pedro da Aldeia,2020-05-03,202019,106049.0,25,23.57401,2020-05-03,0.08,2,1,0
1516831,Araruama,2020-05-04,202019,134293.0,33,24.57313,2020-05-04,0.0303,1,0,0
1516833,Armação dos Búzios,2020-05-04,202019,34477.0,13,37.7063,2020-05-04,0.0,0,0,0
1516834,Arraial do Cabo,2020-05-04,202019,30593.0,8,26.14977,2020-05-04,0.125,1,0,0
1516840,Cabo Frio,2020-05-04,202019,230378.0,53,23.005670000000002,2020-05-04,0.0755,4,0,0
1516851,Iguaba Grande,2020-05-04,202019,28837.0,18,62.41981,2020-05-04,0.2222,4,0,0
1516893,Saquarema,2020-05-04,202019,90583.0,40,44.1584,2020-05-04,0.075,3,0,0
1516904,São Pedro da Aldeia,2020-05-04,202019,106049.0,25,23.57401,2020-05-04,0.08,2,0,0
1516916,Araruama,2020-05-05,202019,134293.0,33,24.57313,2020-05-05,0.0303,1,0,0
1516918,Armação dos Búzios,2020-05-05,202019,34477.0,13,37.7063,2020-05-05,0.0,0,0,0
1516919,Arraial do Cabo,2020-05-05,202019,30593.0,8,26.14977,2020-05-05,0.125,1,0,0
1516925,Cabo Frio,2020-05-05,202019,230378.0,55,23.87381,2020-05-05,0.0727,4,2,0
1516937,Iguaba Grande,2020-05-05,202019,28837.0,18,62.41981,2020-05-05,0.2222,4,0,0
1516979,Saquarema,2020-05-05,202019,90583.0,41,45.26236,2020-05-05,0.0732,3,1,0
1516990,São Pedro da Aldeia,2020-05-05,202019,106049.0,25,23.57401,2020-05-05,0.08,2,0,0
1517002,Araruama,2020-05-06,202019,134293.0,34,25.31778,2020-05-06,0.0294,1,1,0
1517004,Armação dos Búzios,2020-05-06,202019,34477.0,14,40.60678,2020-05-06,0.0,0,1,0
1517005,Arraial do Cabo,2020-05-06,202019,30593.0,8,26.14977,2020-05-06,0.125,1,0,0
1517011,Cabo Frio,2020-05-06,202019,230378.0,57,24.74195,2020-05-06,0.0702,4,2,0
1517023,Iguaba Grande,2020-05-06,202019,28837.0,21,72.82311,2020-05-06,0.1905,4,3,0
1517065,Saquarema,2020-05-06,202019,90583.0,43,47.470279999999995,2020-05-06,0.093,4,2,1
1517076,São Pedro da Aldeia,2020-05-06,202019,106049.0,25,23.57401,2020-05-06,0.12,3,0,1
1517088,Araruama,2020-05-07,202019,134293.0,43,32.01954,2020-05-07,0.0465,2,9,1
1517090,Armação dos Búzios,2020-05-07,202019,34477.0,16,46.40775,2020-05-07,0.0,0,2,0
1517091,Arraial do Cabo,2020-05-07,202019,30593.0,9,29.418490000000002,2020-05-07,0.1111,1,1,0
1517097,Cabo Frio,2020-05-07,202019,230378.0,64,27.78043,2020-05-07,0.0781,5,7,1
1517109,Iguaba Grande,2020-05-07,202019,28837.0,22,76.29088,2020-05-07,0.1818,4,1,0
1517151,Saquarema,2020-05-07,202019,90583.0,45,49.6782,2020-05-07,0.0889,4,2,0
1517162,São Pedro da Aldeia,2020-05-07,202019,106049.0,28,26.402890000000003,2020-05-07,0.1071,3,3,0
1517174,Araruama,2020-05-08,202019,134293.0,41,30.53026,2020-05-08,0.0488,2,-2,0
1517176,Armação dos Búzios,2020-05-08,202019,34477.0,21,60.910169999999994,2020-05-08,0.0,0,5,0
1517177,Arraial do Cabo,2020-05-08,202019,30593.0,13,42.49338,2020-05-08,0.0769,1,4,0
1517183,Cabo Frio,2020-05-08,202019,230378.0,100,43.40692,2020-05-08,0.05,5,36,0
1517196,Iguaba Grande,2020-05-08,202019,28837.0,23,79.75864,2020-05-08,0.1739,4,1,0
1517239,Saquarema,2020-05-08,202019,90583.0,47,51.88612,2020-05-08,0.0851,4,2,0
1517250,São Pedro da Aldeia,2020-05-08,202019,106049.0,32,30.17473,2020-05-08,0.0938,3,4,0
1517262,Araruama,2020-05-09,202019,134293.0,50,37.23202,2020-05-09,0.04,2,9,0
1517264,Armação dos Búzios,2020-05-09,202019,34477.0,20,58.00969,2020-05-09,0.0,0,-1,0
1517265,Arraial do Cabo,2020-05-09,202019,30593.0,15,49.03082,2020-05-09,0.1333,2,2,1
1517271,Cabo Frio,2020-05-09,202019,230378.0,108,46.87948,2020-05-09,0.0463,5,8,0
1517284,Iguaba Grande,2020-05-09,202019,28837.0,24,83.22641,2020-05-09,0.1667,4,1,0
1517327,Saquarema,2020-05-09,202019,90583.0,49,54.09404,2020-05-09,0.0816,4,2,0
1517338,São Pedro da Aldeia,2020-05-09,202019,106049.0,36,33.94657,2020-05-09,0.1111,4,4,1
1517350,Araruama,2020-05-10,202020,134293.0,43,32.01954,2020-05-10,0.0465,2,-7,0
1517352,Armação dos Búzios,2020-05-10,202020,34477.0,20,58.00969,2020-05-10,0.0,0,0,0
1517353,Arraial do Cabo,2020-05-10,202020,30593.0,14,45.7621,2020-05-10,0.1429,2,-1,0
1517359,Cabo Frio,2020-05-10,202020,230378.0,103,44.70913,2020-05-10,0.0485,5,-5,0
1517372,Iguaba Grande,2020-05-10,202020,28837.0,27,93.62971,2020-05-10,0.1481,4,3,0
1517415,Saquarema,2020-05-10,202020,90583.0,53,58.50986999999999,2020-05-10,0.0755,4,4,0
1517426,São Pedro da Aldeia,2020-05-10,202020,106049.0,37,34.88953,2020-05-10,0.1081,4,1,0
1517438,Araruama,2020-05-11,202020,134293.0,53,39.46594,2020-05-11,0.0377,2,10,0
1517440,Armação dos Búzios,2020-05-11,202020,34477.0,22,63.81066,2020-05-11,0.0,0,2,0
1517441,Arraial do Cabo,2020-05-11,202020,30593.0,19,62.105709999999995,2020-05-11,0.1053,2,5,0
1517447,Cabo Frio,2020-05-11,202020,230378.0,118,51.22017,2020-05-11,0.0424,5,15,0
1517460,Iguaba Grande,2020-05-11,202020,28837.0,35,121.37185,2020-05-11,0.1429,5,8,1
1517504,Saquarema,2020-05-11,202020,90583.0,58,64.02967,2020-05-11,0.069,4,5,0
1517515,São Pedro da Aldeia,2020-05-11,202020,106049.0,42,39.60433,2020-05-11,0.0952,4,5,0
1517527,Araruama,2020-05-12,202020,134293.0,61,45.42307,2020-05-12,0.0328,2,8,0
1517529,Armação dos Búzios,2020-05-12,202020,34477.0,23,66.71114,2020-05-12,0.0,0,1,0
1517530,Arraial do Cabo,2020-05-12,202020,30593.0,20,65.37443,2020-05-12,0.1,2,1,0
1517536,Cabo Frio,2020-05-12,202020,230378.0,125,54.25865,2020-05-12,0.04,5,7,0
1517549,Iguaba Grande,2020-05-12,202020,28837.0,35,121.37185,2020-05-12,0.1714,6,0,1
1517593,Saquarema,2020-05-12,202020,90583.0,61,67.34155,2020-05-12,0.082,5,3,1
1517604,São Pedro da Aldeia,2020-05-12,202020,106049.0,45,42.433209999999995,2020-05-12,0.0889,4,3,0
1517616,Araruama,2020-05-13,202020,134293.0,61,45.42307,2020-05-13,0.0328,2,0,0
1517618,Armação dos Búzios,2020-05-13,202020,34477.0,23,66.71114,2020-05-13,0.0,0,0,0
1517619,Arraial do Cabo,2020-05-13,202020,30593.0,20,65.37443,2020-05-13,0.1,2,0,0
