,city,date,epidemiological_week,estimated_population,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths
1533555,São Pedro da Aldeia,2020-10-29,202044,106049.0,1419,1338.06071,2020-10-29,0.0416,59,4,0
1533568,Araruama,2020-10-30,202044,134293.0,1777,1323.2260800000001,2020-10-30,0.04,71,41,1
1533570,Armação dos Búzios,2020-10-30,202044,34477.0,577,1673.57949,2020-10-30,0.0277,16,0,0
1533571,Arraial do Cabo,2020-10-30,202044,30593.0,235,768.14958,2020-10-30,0.0255,6,0,0
1533577,Cabo Frio,2020-10-30,202044,230378.0,2951,1280.93828,2020-10-30,0.0569,168,13,0
1533593,Iguaba Grande,2020-10-30,202044,28837.0,854,2961.4731100000004,2020-10-30,0.0445,38,12,0
1533638,Saquarema,2020-10-30,202044,90583.0,1248,1377.74196,2020-10-30,0.0625,78,1,0
1533649,São Pedro da Aldeia,2020-10-30,202044,106049.0,1428,1346.54735,2020-10-30,0.042,60,9,1
1533662,Araruama,2020-10-31,202044,134293.0,1778,1323.97072,2020-10-31,0.0405,72,1,1
1533664,Armação dos Búzios,2020-10-31,202044,34477.0,577,1673.57949,2020-10-31,0.0277,16,0,0
1533665,Arraial do Cabo,2020-10-31,202044,30593.0,235,768.14958,2020-10-31,0.0255,6,0,0
1533671,Cabo Frio,2020-10-31,202044,230378.0,2951,1280.93828,2020-10-31,0.0569,168,0,0
1533687,Iguaba Grande,2020-10-31,202044,28837.0,854,2961.4731100000004,2020-10-31,0.0445,38,0,0
1533732,Saquarema,2020-10-31,202044,90583.0,1248,1377.74196,2020-10-31,0.0625,78,0,0
1533743,São Pedro da Aldeia,2020-10-31,202044,106049.0,1428,1346.54735,2020-10-31,0.042,60,0,0
1533756,Araruama,2020-11-01,202045,134293.0,1783,1327.69392,2020-11-01,0.0404,72,5,0
1533758,Armação dos Búzios,2020-11-01,202045,34477.0,577,1673.57949,2020-11-01,0.0277,16,0,0
1533759,Arraial do Cabo,2020-11-01,202045,30593.0,235,768.14958,2020-11-01,0.0255,6,0,0
1533765,Cabo Frio,2020-11-01,202045,230378.0,2956,1283.1086300000002,2020-11-01,0.0568,168,5,0
1533781,Iguaba Grande,2020-11-01,202045,28837.0,863,2992.68301,2020-11-01,0.044,38,9,0
1533826,Saquarema,2020-11-01,202045,90583.0,1248,1377.74196,2020-11-01,0.0625,78,0,0
1533837,São Pedro da Aldeia,2020-11-01,202045,106049.0,1434,1352.2051099999999,2020-11-01,0.0418,60,6,0
1533850,Araruama,2020-11-02,202045,134293.0,1783,1327.69392,2020-11-02,0.0404,72,0,0
1533852,Armação dos Búzios,2020-11-02,202045,34477.0,577,1673.57949,2020-11-02,0.0277,16,0,0
1533853,Arraial do Cabo,2020-11-02,202045,30593.0,235,768.14958,2020-11-02,0.0255,6,0,0
1533859,Cabo Frio,2020-11-02,202045,230378.0,2956,1283.1086300000002,2020-11-02,0.0568,168,0,0
1533875,Iguaba Grande,2020-11-02,202045,28837.0,863,2992.68301,2020-11-02,0.044,38,0,0
1533920,Saquarema,2020-11-02,202045,90583.0,1248,1377.74196,2020-11-02,0.0625,78,0,0
1533931,São Pedro da Aldeia,2020-11-02,202045,106049.0,1434,1352.2051099999999,2020-11-02,0.0418,60,0,0
1533944,Araruama,2020-11-03,202045,134293.0,1785,1329.1832,2020-11-03,0.0403,72,2,0
1533946,Armação dos Búzios,2020-11-03,202045,34477.0,566,1641.67416,2020-11-03,0.0283,16,-11,0
1533947,Arraial do Cabo,2020-11-03,202045,30593.0,236,771.4183,2020-11-03,0.0254,6,1,0
1533953,Cabo Frio,2020-11-03,202045,230378.0,2962,1285.71305,2020-11-03,0.0567,168,6,0
1533969,Iguaba Grande,2020-11-03,202045,28837.0,863,2992.68301,2020-11-03,0.044,38,0,0
1534014,Saquarema,2020-11-03,202045,90583.0,1248,1377.74196,2020-11-03,0.0625,78,0,0
1534025,São Pedro da Aldeia,2020-11-03,202045,106049.0,1436,1354.09103,2020-11-03,0.0418,60,2,0
1534038,Araruama,2020-11-04,202045,134293.0,1790,1332.90641,2020-11-04,0.0402,72,5,0
1534040,Armação dos Búzios,2020-11-04,202045,34477.0,566,1641.67416,2020-11-04,0.0283,16,0,0
1534041,Arraial do Cabo,2020-11-04,202045,30593.0,227,741.9998,2020-11-04,0.0264,6,-9,0
1534047,Cabo Frio,2020-11-04,202045,230378.0,2977,1292.2240800000002,2020-11-04,0.0574,171,15,3
1534063,Iguaba Grande,2020-11-04,202045,28837.0,873,3027.3606800000002,2020-11-04,0.0435,38,10,0
1534108,Saquarema,2020-11-04,202045,90583.0,1248,1377.74196,2020-11-04,0.0625,78,0,0
1534119,São Pedro da Aldeia,2020-11-04,202045,106049.0,1439,1356.91991,2020-11-04,0.0417,60,3,0
1534132,Araruama,2020-11-05,202045,134293.0,1791,1333.65105,2020-11-05,0.0408,73,1,1
1534134,Armação dos Búzios,2020-11-05,202045,34477.0,568,1647.47513,2020-11-05,0.0282,16,2,0
1534135,Arraial do Cabo,2020-11-05,202045,30593.0,230,751.80597,2020-11-05,0.0261,6,3,0
1534141,Cabo Frio,2020-11-05,202045,230378.0,2990,1297.86698,2020-11-05,0.0575,172,13,1
1534157,Iguaba Grande,2020-11-05,202045,28837.0,882,3058.57059,2020-11-05,0.0431,38,9,0
1534202,Saquarema,2020-11-05,202045,90583.0,1232,1360.0786,2020-11-05,0.0649,80,-16,2
1534213,São Pedro da Aldeia,2020-11-05,202045,106049.0,1417,1336.17479,2020-11-05,0.0423,60,-22,0
1534226,Araruama,2020-11-06,202045,134293.0,1791,1333.65105,2020-11-06,0.0408,73,0,0
1534228,Armação dos Búzios,2020-11-06,202045,34477.0,568,1647.47513,2020-11-06,0.0282,16,0,0
1534229,Arraial do Cabo,2020-11-06,202045,30593.0,230,751.80597,2020-11-06,0.0261,6,0,0
1534235,Cabo Frio,2020-11-06,202045,230378.0,2990,1297.86698,2020-11-06,0.0575,172,0,0
1534251,Iguaba Grande,2020-11-06,202045,28837.0,882,3058.57059,2020-11-06,0.0431,38,0,0
1534296,Saquarema,2020-11-06,202045,90583.0,1232,1360.0786,2020-11-06,0.0649,80,0,0
1534307,São Pedro da Aldeia,2020-11-06,202045,106049.0,1417,1336.17479,2020-11-06,0.0423,60,0,0
1534320,Araruama,2020-11-07,202045,134293.0,1791,1333.65105,2020-11-07,0.0408,73,0,0
1534322,Armação dos Búzios,2020-11-07,202045,34477.0,568,1647.47513,2020-11-07,0.0282,16,0,0
1534323,Arraial do Cabo,2020-11-07,202045,30593.0,230,751.80597,2020-11-07,0.0261,6,0,0
1534329,Cabo Frio,2020-11-07,202045,230378.0,2990,1297.86698,2020-11-07,0.0575,172,0,0
1534345,Iguaba Grande,2020-11-07,202045,28837.0,882,3058.57059,2020-11-07,0.0431,38,0,0
1534390,Saquarema,2020-11-07,202045,90583.0,1232,1360.0786,2020-11-07,0.0649,80,0,0
1534401,São Pedro da Aldeia,2020-11-07,202045,106049.0,1417,1336.17479,2020-11-07,0.0423,60,0,0
1534414,Araruama,2020-11-08,202046,134293.0,1764,1313.54575,2020-11-08,0.0414,73,-27,0
1534416,Armação dos Búzios,2020-11-08,202046,34477.0,587,1702.5843300000001,2020-11-08,0.0273,16,19,0
1534417,Arraial do Cabo,2020-11-08,202046,30593.0,237,774.6870200000001,2020-11-08,0.0253,6,7,0
1534423,Cabo Frio,2020-11-08,202046,230378.0,3066,1330.85624,2020-11-08,0.0561,172,76,0
1534439,Iguaba Grande,2020-11-08,202046,28837.0,909,3152.2003,2020-11-08,0.0418,38,27,0
1534484,Saquarema,2020-11-08,202046,90583.0,1237,1365.5984,2020-11-08,0.0647,80,5,0
1534495,São Pedro da Aldeia,2020-11-08,202046,106049.0,1434,1352.2051099999999,2020-11-08,0.0418,60,17,0
1534508,Araruama,2020-11-09,202046,134293.0,1765,1314.2903900000001,2020-11-09,0.0414,73,1,0
1534510,Armação dos Búzios,2020-11-09,202046,34477.0,587,1702.5843300000001,2020-11-09,0.0273,16,0,0
1534511,Arraial do Cabo,2020-11-09,202046,30593.0,237,774.6870200000001,2020-11-09,0.0253,6,0,0
1534517,Cabo Frio,2020-11-09,202046,230378.0,3066,1330.85624,2020-11-09,0.0561,172,0,0
1534533,Iguaba Grande,2020-11-09,202046,28837.0,909,3152.2003,2020-11-09,0.0418,38,0,0
1534578,Saquarema,2020-11-09,202046,90583.0,1237,1365.5984,2020-11-09,0.0647,80,0,0
1534589,São Pedro da Aldeia,2020-11-09,202046,106049.0,1434,1352.2051099999999,2020-11-09,0.0418,60,0,0
1534602,Araruama,2020-11-10,202046,134293.0,1775,1321.7368,2020-11-10,0.0411,73,10,0
1534604,Armação dos Búzios,2020-11-10,202046,34477.0,587,1702.5843300000001,2020-11-10,0.0273,16,0,0
1534605,Arraial do Cabo,2020-11-10,202046,30593.0,240,784.4931799999999,2020-11-10,0.025,6,3,0
1534611,Cabo Frio,2020-11-10,202046,230378.0,3133,1359.9388800000002,2020-11-10,0.0549,172,67,0
1534627,Iguaba Grande,2020-11-10,202046,28837.0,921,3193.8135,2020-11-10,0.0413,38,12,0
1534672,Saquarema,2020-11-10,202046,90583.0,1239,1367.80632,2020-11-10,0.0646,80,2,0
1534683,São Pedro da Aldeia,2020-11-10,202046,106049.0,1438,1355.97695,2020-11-10,0.0417,60,4,0
1534696,Araruama,2020-11-11,202046,134293.0,1788,1331.41713,2020-11-11,0.0408,73,13,0
1534698,Armação dos Búzios,2020-11-11,202046,34477.0,587,1702.5843300000001,2020-11-11,0.0273,16,0,0
1534699,Arraial do Cabo,2020-11-11,202046,30593.0,240,784.4931799999999,2020-11-11,0.025,6,0,0
1534705,Cabo Frio,2020-11-11,202046,230378.0,3140,1362.9773699999998,2020-11-11,0.0551,173,7,1
1534721,Iguaba Grande,2020-11-11,202046,28837.0,924,3204.2168,2020-11-11,0.0411,38,3,0
1534766,Saquarema,2020-11-11,202046,90583.0,1250,1379.9498800000001,2020-11-11,0.0656,82,11,2
1534777,São Pedro da Aldeia,2020-11-11,202046,106049.0,1441,1358.80584,2020-11-11,0.0416,60,3,0
1534790,Araruama,2020-11-12,202046,134293.0,1811,1348.54386,2020-11-12,0.0403,73,23,0
1534792,Armação dos Búzios,2020-11-12,202046,34477.0,587,1702.5843300000001,2020-11-12,0.0273,16,0,0
1534793,Arraial do Cabo,2020-11-12,202046,30593.0,241,787.76191,2020-11-12,0.0249,6,1,0
1534799,Cabo Frio,2020-11-12,202046,230378.0,3153,1368.62027,2020-11-12,0.0565,178,13,5
1534815,Iguaba Grande,2020-11-12,202046,28837.0,929,3221.55564,2020-11-12,0.0409,38,5,0
1534860,Saquarema,2020-11-12,202046,90583.0,1253,1383.2617599999999,2020-11-12,0.0654,82,3,0
1534871,São Pedro da Aldeia,2020-11-12,202046,106049.0,1444,1361.63472,2020-11-12,0.0422,61,3,1
1534884,Araruama,2020-11-13,202046,134293.0,1813,1350.03314,2020-11-13,0.0414,75,2,2
1534886,Armação dos Búzios,2020-11-13,202046,34477.0,588,1705.48482,2020-11-13,0.0289,17,1,1
1534887,Arraial do Cabo,2020-11-13,202046,30593.0,241,787.76191,2020-11-13,0.0249,6,0,0
1534893,Cabo Frio,2020-11-13,202046,230378.0,3153,1368.62027,2020-11-13,0.0565,178,0,0
1534909,Iguaba Grande,2020-11-13,202046,28837.0,929,3221.55564,2020-11-13,0.0409,38,0,0
1534954,Saquarema,2020-11-13,202046,90583.0,1257,1387.6776,2020-11-13,0.0684,86,4,4
1534965,São Pedro da Aldeia,2020-11-13,202046,106049.0,1444,1361.63472,2020-11-13,0.0422,61,0,0
1534978,Araruama,2020-11-14,202046,134293.0,1878,1398.4347699999998,2020-11-14,0.0399,75,65,0
1534980,Armação dos Búzios,2020-11-14,202046,34477.0,588,1705.48482,2020-11-14,0.0289,17,0,0
1534981,Arraial do Cabo,2020-11-14,202046,30593.0,243,794.29935,2020-11-14,0.0247,6,2,0
1534987,Cabo Frio,2020-11-14,202046,230378.0,3177,1379.0379300000002,2020-11-14,0.056,178,24,0
1535003,Iguaba Grande,2020-11-14,202046,28837.0,959,3325.58865,2020-11-14,0.0396,38,30,0
1535048,Saquarema,2020-11-14,202046,90583.0,1278,1410.86076,2020-11-14,0.0681,87,21,1
1535059,São Pedro da Aldeia,2020-11-14,202046,106049.0,1457,1373.8932,2020-11-14,0.0419,61,13,0
1535072,Araruama,2020-11-15,202047,134293.0,1878,1398.4347699999998,2020-11-15,0.0399,75,0,0
1535074,Armação dos Búzios,2020-11-15,202047,34477.0,588,1705.48482,2020-11-15,0.0289,17,0,0
1535075,Arraial do Cabo,2020-11-15,202047,30593.0,243,794.29935,2020-11-15,0.0247,6,0,0
1535081,Cabo Frio,2020-11-15,202047,230378.0,3177,1379.0379300000002,2020-11-15,0.056,178,0,0
1535097,Iguaba Grande,2020-11-15,202047,28837.0,959,3325.58865,2020-11-15,0.0396,38,0,0
1535142,Saquarema,2020-11-15,202047,90583.0,1278,1410.86076,2020-11-15,0.0681,87,0,0
1535153,São Pedro da Aldeia,2020-11-15,202047,106049.0,1457,1373.8932,2020-11-15,0.0419,61,0,0
1535166,Araruama,2020-11-16,202047,134293.0,1881,1400.66869,2020-11-16,0.0399,75,3,0
1535168,Armação dos Búzios,2020-11-16,202047,34477.0,588,1705.48482,2020-11-16,0.0289,17,0,0
1535169,Arraial do Cabo,2020-11-16,202047,30593.0,243,794.29935,2020-11-16,0.0247,6,0,0
1535175,Cabo Frio,2020-11-16,202047,230378.0,3181,1380.77421,2020-11-16,0.056,178,4,0
1535191,Iguaba Grande,2020-11-16,202047,28837.0,959,3325.58865,2020-11-16,0.0396,38,0,0
1535236,Saquarema,2020-11-16,202047,90583.0,1278,1410.86076,2020-11-16,0.0681,87,0,0
1535247,São Pedro da Aldeia,2020-11-16,202047,106049.0,1458,1374.83616,2020-11-16,0.0418,61,1,0
1535260,Araruama,2020-11-17,202047,134293.0,1892,1408.8597300000001,2020-11-17,0.0396,75,11,0
1535262,Armação dos Búzios,2020-11-17,202047,34477.0,588,1705.48482,2020-11-17,0.0289,17,0,0
1535263,Arraial do Cabo,2020-11-17,202047,30593.0,247,807.37424,2020-11-17,0.0243,6,4,0
1535269,Cabo Frio,2020-11-17,202047,230378.0,3227,1400.7413900000001,2020-11-17,0.0555,179,46,1
1535285,Iguaba Grande,2020-11-17,202047,28837.0,962,3335.99195,2020-11-17,0.0395,38,3,0
1535330,Saquarema,2020-11-17,202047,90583.0,1279,1411.96472,2020-11-17,0.068,87,1,0
1535341,São Pedro da Aldeia,2020-11-17,202047,106049.0,1461,1377.66504,2020-11-17,0.0418,61,3,0
1535354,Araruama,2020-11-18,202047,134293.0,1897,1412.58293,2020-11-18,0.0401,76,5,1
1535356,Armação dos Búzios,2020-11-18,202047,34477.0,590,1711.2857800000002,2020-11-18,0.0288,17,2,0
1535357,Arraial do Cabo,2020-11-18,202047,30593.0,250,817.1804,2020-11-18,0.024,6,3,0
1535363,Cabo Frio,2020-11-18,202047,230378.0,3260,1415.06567,2020-11-18,0.0552,180,33,1
1535379,Iguaba Grande,2020-11-18,202047,28837.0,975,3381.07293,2020-11-18,0.039,38,13,0
1535424,Saquarema,2020-11-18,202047,90583.0,1305,1440.6676699999998,2020-11-18,0.0674,88,26,1
1535435,São Pedro da Aldeia,2020-11-18,202047,106049.0,1466,1382.37984,2020-11-18,0.0423,62,5,1
1535448,Araruama,2020-11-19,202047,134293.0,1921,1430.4543099999999,2020-11-19,0.0406,78,24,2
1535450,Armação dos Búzios,2020-11-19,202047,34477.0,594,1722.88772,2020-11-19,0.0286,17,4,0
1535451,Arraial do Cabo,2020-11-19,202047,30593.0,253,826.98657,2020-11-19,0.0237,6,3,0
1535457,Cabo Frio,2020-11-19,202047,230378.0,3284,1425.48334,2020-11-19,0.0551,181,24,1
1535473,Iguaba Grande,2020-11-19,202047,28837.0,988,3426.1539,2020-11-19,0.0385,38,13,0
1535518,Saquarema,2020-11-19,202047,90583.0,1306,1441.7716300000002,2020-11-19,0.0674,88,1,0
1535529,São Pedro da Aldeia,2020-11-19,202047,106049.0,1468,1384.26576,2020-11-19,0.0422,62,2,0
1535542,Araruama,2020-11-20,202047,134293.0,1938,1443.11319,2020-11-20,0.0408,79,17,1
1535544,Armação dos Búzios,2020-11-20,202047,34477.0,596,1728.68869,2020-11-20,0.0285,17,2,0
1535545,Arraial do Cabo,2020-11-20,202047,30593.0,256,836.79273,2020-11-20,0.0234,6,3,0
1535551,Cabo Frio,2020-11-20,202047,230378.0,3356,1456.73632,2020-11-20,0.0539,181,72,0
1535567,Iguaba Grande,2020-11-20,202047,28837.0,1012,3509.38031,2020-11-20,0.0375,38,24,0
1535612,Saquarema,2020-11-20,202047,90583.0,1307,1442.87559,2020-11-20,0.0673,88,1,0
1535623,São Pedro da Aldeia,2020-11-20,202047,106049.0,1477,1392.75241,2020-11-20,0.0427,63,9,1
1535636,Araruama,2020-11-21,202047,134293.0,1939,1443.8578300000001,2020-11-21,0.0413,80,1,1
1535638,Armação dos Búzios,2020-11-21,202047,34477.0,596,1728.68869,2020-11-21,0.0285,17,0,0
1535639,Arraial do Cabo,2020-11-21,202047,30593.0,256,836.79273,2020-11-21,0.0234,6,0,0
1535645,Cabo Frio,2020-11-21,202047,230378.0,3356,1456.73632,2020-11-21,0.0539,181,0,0
1535661,Iguaba Grande,2020-11-21,202047,28837.0,1012,3509.38031,2020-11-21,0.0375,38,0,0
1535706,Saquarema,2020-11-21,202047,90583.0,1308,1443.97955,2020-11-21,0.068,89,1,1
1535717,São Pedro da Aldeia,2020-11-21,202047,106049.0,1477,1392.75241,2020-11-21,0.0427,63,0,0
1535730,Araruama,2020-11-22,202048,134293.0,1941,1445.34711,2020-11-22,0.0412,80,2,0
1535732,Armação dos Búzios,2020-11-22,202048,34477.0,596,1728.68869,2020-11-22,0.0285,17,0,0
1535733,Arraial do Cabo,2020-11-22,202048,30593.0,257,840.06145,2020-11-22,0.0233,6,1,0
1535739,Cabo Frio,2020-11-22,202048,230378.0,3360,1458.4726,2020-11-22,0.0539,181,4,0
1535755,Iguaba Grande,2020-11-22,202048,28837.0,1012,3509.38031,2020-11-22,0.0375,38,0,0
1535800,Saquarema,2020-11-22,202048,90583.0,1308,1443.97955,2020-11-22,0.068,89,0,0
1535811,São Pedro da Aldeia,2020-11-22,202048,106049.0,1480,1395.58129,2020-11-22,0.0426,63,3,0
1535824,Araruama,2020-11-23,202048,134293.0,1943,1446.8364,2020-11-23,0.0412,80,2,0
1535826,Armação dos Búzios,2020-11-23,202048,34477.0,596,1728.68869,2020-11-23,0.0285,17,0,0
1535827,Arraial do Cabo,2020-11-23,202048,30593.0,258,843.33017,2020-11-23,0.0233,6,1,0
1535833,Cabo Frio,2020-11-23,202048,230378.0,3360,1458.4726,2020-11-23,0.0539,181,0,0
1535849,Iguaba Grande,2020-11-23,202048,28837.0,1012,3509.38031,2020-11-23,0.0375,38,0,0
1535894,Saquarema,2020-11-23,202048,90583.0,1309,1445.08351,2020-11-23,0.068,89,1,0
1535905,São Pedro da Aldeia,2020-11-23,202048,106049.0,1483,1398.4101699999999,2020-11-23,0.0425,63,3,0
1535918,Araruama,2020-11-24,202048,134293.0,1952,1453.53816,2020-11-24,0.041,80,9,0
1535920,Armação dos Búzios,2020-11-24,202048,34477.0,599,1737.3901399999997,2020-11-24,0.0301,18,3,1
1535921,Arraial do Cabo,2020-11-24,202048,30593.0,259,846.5989,2020-11-24,0.0232,6,1,0
1535927,Cabo Frio,2020-11-24,202048,230378.0,3365,1460.64294,2020-11-24,0.0538,181,5,0
1535943,Iguaba Grande,2020-11-24,202048,28837.0,1016,3523.2513799999997,2020-11-24,0.0384,39,4,1
1535988,Saquarema,2020-11-24,202048,90583.0,1309,1445.08351,2020-11-24,0.068,89,0,0
1535999,São Pedro da Aldeia,2020-11-24,202048,106049.0,1483,1398.4101699999999,2020-11-24,0.0425,63,0,0
1536012,Araruama,2020-11-25,202048,134293.0,1956,1456.5167199999999,2020-11-25,0.0409,80,4,0
1536014,Armação dos Búzios,2020-11-25,202048,34477.0,599,1737.3901399999997,2020-11-25,0.0301,18,0,0
1536015,Arraial do Cabo,2020-11-25,202048,30593.0,261,853.13634,2020-11-25,0.023,6,2,0
1536021,Cabo Frio,2020-11-25,202048,230378.0,3404,1477.5716400000001,2020-11-25,0.0538,183,39,2
1536037,Iguaba Grande,2020-11-25,202048,28837.0,1031,3575.2678899999996,2020-11-25,0.0378,39,15,0
1536082,Saquarema,2020-11-25,202048,90583.0,1314,1450.60331,2020-11-25,0.0685,90,5,1
1536093,São Pedro da Aldeia,2020-11-25,202048,106049.0,1486,1401.23905,2020-11-25,0.0424,63,3,0
1536106,Araruama,2020-11-26,202048,134293.0,1958,1458.006,2020-11-26,0.0409,80,2,0
1536108,Armação dos Búzios,2020-11-26,202048,34477.0,601,1743.1911100000002,2020-11-26,0.03,18,2,0
1536109,Arraial do Cabo,2020-11-26,202048,30593.0,265,866.2112199999999,2020-11-26,0.0226,6,4,0
1536115,Cabo Frio,2020-11-26,202048,230378.0,3428,1487.9893,2020-11-26,0.0537,184,24,1
1536131,Iguaba Grande,2020-11-26,202048,28837.0,1038,3599.54225,2020-11-26,0.0376,39,7,0
1536176,Saquarema,2020-11-26,202048,90583.0,1327,1464.95479,2020-11-26,0.0701,93,13,3
1536187,São Pedro da Aldeia,2020-11-26,202048,106049.0,1488,1403.1249699999998,2020-11-26,0.0423,63,2,0
1536200,Araruama,2020-11-27,202048,134293.0,1959,1458.75064,2020-11-27,0.0413,81,1,1
1536202,Armação dos Búzios,2020-11-27,202048,34477.0,601,1743.1911100000002,2020-11-27,0.03,18,0,0
1536203,Arraial do Cabo,2020-11-27,202048,30593.0,266,869.47995,2020-11-27,0.0226,6,1,0
1536209,Cabo Frio,2020-11-27,202048,230378.0,3433,1490.15965,2020-11-27,0.0542,186,5,2
1536225,Iguaba Grande,2020-11-27,202048,28837.0,1042,3613.41332,2020-11-27,0.0374,39,4,0
1536270,Saquarema,2020-11-27,202048,90583.0,1334,1472.6825099999999,2020-11-27,0.069,92,7,-1
1536281,São Pedro da Aldeia,2020-11-27,202048,106049.0,1488,1403.1249699999998,2020-11-27,0.0423,63,0,0
1536294,Araruama,2020-11-28,202048,134293.0,1966,1463.96313,2020-11-28,0.0412,81,7,0
1536296,Armação dos Búzios,2020-11-28,202048,34477.0,630,1827.3051600000001,2020-11-28,0.0286,18,29,0
1536297,Arraial do Cabo,2020-11-28,202048,30593.0,269,879.28611,2020-11-28,0.0223,6,3,0
1536303,Cabo Frio,2020-11-28,202048,230378.0,3465,1504.0498699999998,2020-11-28,0.0537,186,32,0
1536319,Iguaba Grande,2020-11-28,202048,28837.0,1076,3731.3174,2020-11-28,0.0362,39,34,0
1536364,Saquarema,2020-11-28,202048,90583.0,1348,1488.13795,2020-11-28,0.0682,92,14,0
1536375,São Pedro da Aldeia,2020-11-28,202048,106049.0,1498,1412.55457,2020-11-28,0.0421,63,10,0
1536388,Araruama,2020-11-29,202049,134293.0,1966,1463.96313,2020-11-29,0.0412,81,0,0
1536390,Armação dos Búzios,2020-11-29,202049,34477.0,630,1827.3051600000001,2020-11-29,0.0286,18,0,0
1536391,Arraial do Cabo,2020-11-29,202049,30593.0,269,879.28611,2020-11-29,0.0223,6,0,0
1536397,Cabo Frio,2020-11-29,202049,230378.0,3465,1504.0498699999998,2020-11-29,0.0537,186,0,0
1536413,Iguaba Grande,2020-11-29,202049,28837.0,1077,3734.78517,2020-11-29,0.0371,40,1,1
1536458,Saquarema,2020-11-29,202049,90583.0,1348,1488.13795,2020-11-29,0.0682,92,0,0
1536469,São Pedro da Aldeia,2020-11-29,202049,106049.0,1498,1412.55457,2020-11-29,0.0421,63,0,0
1536482,Araruama,2020-11-30,202049,134293.0,1967,1464.70777,2020-11-30,0.0417,82,1,1
1536484,Armação dos Búzios,2020-11-30,202049,34477.0,630,1827.3051600000001,2020-11-30,0.0286,18,0,0
1536485,Arraial do Cabo,2020-11-30,202049,30593.0,269,879.28611,2020-11-30,0.0223,6,0,0
1536491,Cabo Frio,2020-11-30,202049,230378.0,3468,1505.35207,2020-11-30,0.0536,186,3,0
1536507,Iguaba Grande,2020-11-30,202049,28837.0,1077,3734.78517,2020-11-30,0.0371,40,0,0
1536552,Saquarema,2020-11-30,202049,90583.0,1348,1488.13795,2020-11-30,0.0682,92,0,0
1536563,São Pedro da Aldeia,2020-11-30,202049,106049.0,1500,1414.44049,2020-11-30,0.042,63,2,0
1536576,Araruama,2020-12-01,202049,134293.0,1970,1466.94169,2020-12-01,0.0416,82,3,0
1536578,Armação dos Búzios,2020-12-01,202049,34477.0,632,1833.1061300000001,2020-12-01,0.0285,18,2,0
1536579,Arraial do Cabo,2020-12-01,202049,30593.0,272,889.0922800000001,2020-12-01,0.0221,6,3,0
1536585,Cabo Frio,2020-12-01,202049,230378.0,3491,1515.33567,2020-12-01,0.0533,186,23,0
1536601,Iguaba Grande,2020-12-01,202049,28837.0,1095,3797.2049799999995,2020-12-01,0.0365,40,18,0
1536646,Saquarema,2020-12-01,202049,90583.0,1350,1490.3458699999999,2020-12-01,0.0681,92,2,0
1536657,São Pedro da Aldeia,2020-12-01,202049,106049.0,1512,1425.75602,2020-12-01,0.043,65,12,2
1536670,Araruama,2020-12-02,202049,134293.0,1975,1470.66489,2020-12-02,0.0415,82,5,0
1536672,Armação dos Búzios,2020-12-02,202049,34477.0,632,1833.1061300000001,2020-12-02,0.0285,18,0,0
1536673,Arraial do Cabo,2020-12-02,202049,30593.0,278,908.70461,2020-12-02,0.0216,6,6,0
1536679,Cabo Frio,2020-12-02,202049,230378.0,3514,1525.31926,2020-12-02,0.0529,186,23,0
1536695,Iguaba Grande,2020-12-02,202049,28837.0,1109,3845.75372,2020-12-02,0.0361,40,14,0
1536740,Saquarema,2020-12-02,202049,90583.0,1352,1492.55379,2020-12-02,0.068,92,2,0
1536751,São Pedro da Aldeia,2020-12-02,202049,106049.0,1537,1449.33003,2020-12-02,0.0423,65,25,0
1536764,Araruama,2020-12-03,202049,134293.0,1989,1481.08986,2020-12-03,0.0422,84,14,2
1536766,Armação dos Búzios,2020-12-03,202049,34477.0,642,1862.11097,2020-12-03,0.028,18,10,0
1536767,Arraial do Cabo,2020-12-03,202049,30593.0,279,911.97333,2020-12-03,0.0215,6,1,0
1536773,Cabo Frio,2020-12-03,202049,230378.0,3547,1539.64354,2020-12-03,0.053,188,33,2
1536789,Iguaba Grande,2020-12-03,202049,28837.0,1117,3873.49586,2020-12-03,0.0358,40,8,0
1536834,Saquarema,2020-12-03,202049,90583.0,1362,1503.59339,2020-12-03,0.0683,93,10,1
1536845,São Pedro da Aldeia,2020-12-03,202049,106049.0,1547,1458.75963,2020-12-03,0.042,65,10,0
1536858,Araruama,2020-12-04,202049,134293.0,1996,1486.30234,2020-12-04,0.0426,85,7,1
1536860,Armação dos Búzios,2020-12-04,202049,34477.0,646,1873.7129100000002,2020-12-04,0.0279,18,4,0
1536861,Arraial do Cabo,2020-12-04,202049,30593.0,280,915.24205,2020-12-04,0.025,7,1,1
1536867,Cabo Frio,2020-12-04,202049,230378.0,3570,1549.62713,2020-12-04,0.0529,189,23,1
1536883,Iguaba Grande,2020-12-04,202049,28837.0,1125,3901.2379899999996,2020-12-04,0.0364,41,8,1
1536928,Saquarema,2020-12-04,202049,90583.0,1377,1520.15279,2020-12-04,0.0683,94,15,1
1536939,São Pedro da Aldeia,2020-12-04,202049,106049.0,1557,1468.1892300000002,2020-12-04,0.0437,68,10,3
1536952,Araruama,2020-12-05,202049,134293.0,2001,1490.02554,2020-12-05,0.043,86,5,1
